domain,country,level,un_status,region,languages,gdp_per_capita,name,score,sources,mx
12333sh.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai 12333 social security hotline,,registry,
18f.gov,USA_united_states,central,member,Americas,English,84534,,,,none
250.gov,USA_united_states,central,member,Americas,English,84534,,,,none
400yaahc.gov,USA_united_states,central,member,Americas,English,84534,,,,5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
9-11commission.gov,USA_united_states,central,member,Americas,English,84534,,,,10 us.etp.fireeyegov.com.
911.gov,USA_united_states,central,member,Americas,English,84534,,,,none
911commission.gov,USA_united_states,central,member,Americas,English,84534,,,,none
988.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aanhpiheritage.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aarogyasri.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Aarogyasri Health Care Trust (Andhra Pradesh/Telangana),,registry,
abc.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Dirección General de Cultura y Educación (Provincia de Buenos Aires),,registry,
abd.gov,USA_united_states,central,member,Americas,English,84534,,,,none
abiastate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Abia State,,registry,
abilityone.gov,USA_united_states,central,member,Americas,English,84534,,,,0 abilityone-gov.mail.protection.outlook.com.
abmc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 abmc-gov.mail.protection.outlook.com.
ac.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Acre,,registry,
accedeainternet.gov,USA_united_states,central,member,Americas,English,84534,,,,none
access-board.gov,USA_united_states,central,member,Americas,English,84534,,,,0 accessboard-gov01e.mail.protection.outlook.com.
accessibility.gov,USA_united_states,central,member,Americas,English,84534,,,,none
accessni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,AccessNI (NI Department of Justice),,registry,
accountni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Account NI (NI Department of Finance),,registry,
accounts-commission.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Accounts Commission for Scotland,,registry,
accountsgoa.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Directorate of Accounts (Goa),,registry,
acf.gov,USA_united_states,central,member,Americas,English,84534,,,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
achp.gov,USA_united_states,central,member,Americas,English,84534,,,,20 alt1.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 10 primary.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 50 achp-gov.mail.protection.outlook.com.
acl.gov,USA_united_states,central,member,Americas,English,84534,,,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.; 5 acl.gov.
acquisition.gov,USA_united_states,central,member,Americas,English,84534,,,,none
acquisitiongateway.gov,USA_united_states,central,member,Americas,English,84534,,,,none
act.gov.au,AUS_australia,central-1,member,Oceania,English,65130,Australian Capital Territory,,registry,
acus.gov,USA_united_states,central,member,Americas,English,84534,,,,5 acus-gov.mail.protection.outlook.com.
acwi.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ada.gov,USA_united_states,central,member,Americas,English,84534,,,,none
adamawastate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Adamawa State,,registry,
adams.gov,USA_united_states,central,member,Americas,English,84534,,,,5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
adf.gov,USA_united_states,central,member,Americas,English,84534,,,,0 adf-gov.mail.protection.outlook.com.
adibasikalyan.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Tribal Development Department (West Bengal),,registry,
adlnet.gov,USA_united_states,central,member,Americas,English,84534,,,,0 adlnet-gov.mail.protection.outlook.com.
admin.ch,CHE_switzerland,central,member,Europe,French; Swiss German; Italian; Romansh,114769,,,,none
administracion.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
adr.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aeldremin.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx04.statens-it.dk.; 10 mx05.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx08.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx06.statens-it.dk.
afadvantage.gov,USA_united_states,central,member,Americas,English,84534,,,,none
afbini.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Agri-Food and Biosciences Institute (NI),,registry,
aff.gov,USA_united_states,central,member,Americas,English,84534,,,,none
afrh.gov,USA_united_states,central,member,Americas,English,84534,,,,0 afrh-gov.mail.protection.outlook.com.
africanamericanhistorymonth.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aftac.gov,USA_united_states,central,member,Americas,English,84534,,,,5 sxht-esa-001u.aftac.gov.; 5 sxht-esa-002u.aftac.gov.
afterschool.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ag.gov,USA_united_states,central,member,Americas,English,84534,,,,none
agcba.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Auditoría General de la Ciudad de Buenos Aires,,registry,
agence-adoption.fr,FRA_france,central,member,Europe,French,48986,,,,0 agenceadoption-fr01e.mail.protection.outlook.com.
agence-biomedecine.fr,FRA_france,central,member,Europe,French,48986,,,,100 mx3.mail.ovh.net.; 1 mx1.mail.ovh.net.; 5 mx2.mail.ovh.net.
aging.gov,USA_united_states,central,member,Americas,English,84534,,,,none
agingstats.gov,USA_united_states,central,member,Americas,English,84534,,,,none
agip.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Administración Gubernamental de Ingresos Públicos (CABA),,registry,
agri.ee,EST_estonia,central,member,Europe,Estonian,34418,,,,5 mail1.agri.ee.; 5 mail2.agri.ee.
aguascalientes.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Aguascalientes (estado),,registry,
ah.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Anhui,,registry,
aha.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ahcpr.gov,USA_united_states,central,member,Americas,English,84534,,,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
ahga.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Anhui Public Security Department,,registry,
ahnw.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Anhui Agriculture Network,,registry,
ahrq.gov,USA_united_states,central,member,Americas,English,84534,,,,10 primary.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 20 alt1.us.etp.fireeyegov.com.
ahus.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
ahwjw.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Anhui Health and Family Planning Commission,,registry,
ahzwfw.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Anhui Government Services,,registry,
ai.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aicenter.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aids.gov,USA_united_states,central,member,Americas,English,84534,,,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
aiexports.gov,USA_united_states,central,member,Americas,English,84534,,,,0 aiexports-gov.mail.protection.outlook.com.
airknowledge.gov,USA_united_states,central,member,Americas,English,84534,,,,none
airnow.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aiworkforcehub.gov,USA_united_states,central,member,Americas,English,84534,,,,0 aiworkforcehub-gov.mail.protection.outlook.com.
akkreditert.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
akwaibomstate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Akwa Ibom State,,registry,
al.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Alagoas,,registry,
alertaenlinea.gov,USA_united_states,central,member,Americas,English,84534,,,,none
alien.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aliens.gov,USA_united_states,central,member,Americas,English,84534,,,,none
althingi.is,ISL_iceland,central,member,Europe,Icelandic,98323,,,,0 althingi-is.mail.protection.outlook.com.
altusandc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 sxht-esa-001u.aftac.gov.; 10 sxht-esa-002u.aftac.gov.; 5 mnsa-esa-001azu.altusandc.gov.
alzheimers.gov,USA_united_states,central,member,Americas,English,84534,,,,10 nihcesxway6.hub.nih.gov.; 10 nihcesxwayst04.hub.nih.gov.; 10 nihcesxwayst02.hub.nih.gov.; 10 nihcesxway3.hub.nih.gov.; 10 nihcesxwayst03.hub.nih.gov.; 10 nihcesxwayst06.hub.nih.gov.; 10 nihcesxway.hub.nih.gov.; 10 nihcesxwayst05.hub.nih.gov.; 10 nihcesxway5.hub.nih.gov.; 10 nihcesxway2.hub.nih.gov.; 10 nihcesxwayst01.hub.nih.gov.; 10 nihcesxway4.hub.nih.gov.
am.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Amazonas,,registry,
ama.gov,USA_united_states,central,member,Americas,English,84534,,,,none
amberalert.gov,USA_united_states,central,member,Americas,English,84534,,,,none
america.gov,USA_united_states,central,member,Americas,English,84534,,,,1 aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 10 aspmx3.googlemail.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
america250.gov,USA_united_states,central,member,Americas,English,84534,,,,10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.
americabydesign.gov,USA_united_states,central,member,Americas,English,84534,,,,none
americanmemory.gov,USA_united_states,central,member,Americas,English,84534,,,,none
americaslibrary.gov,USA_united_states,central,member,Americas,English,84534,,,,none
americorps.gov,USA_united_states,central,member,Americas,English,84534,,,,10 americorps-gov.mail.protection.outlook.com.
americorpsoig.gov,USA_united_states,central,member,Americas,English,84534,,,,0 americorpsoig-gov.mail.protection.outlook.com.
ameslab.gov,USA_united_states,central,member,Americas,English,84534,,,,10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
amtrakoig.gov,USA_united_states,central,member,Americas,English,84534,,,,0 amtrakoig-gov.mail.protection.outlook.com.
anagrasarkalyan.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Backward Classes Welfare Department (West Bengal),,registry,
anambrastate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Anambra State,,registry,
anchorit.gov,USA_united_states,central,member,Americas,English,84534,,,,none
andaman.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Andaman and Nicobar Islands,,registry,
anderdalennasjonalpark.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
anl.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mailgateway.anl.gov.; 10 mailgateway-bak.anl.gov.
anstaskforce.gov,USA_united_states,central,member,Americas,English,84534,,,,none
aoa.gov,USA_united_states,central,member,Americas,English,84534,,,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
aoc.gov,USA_united_states,central,member,Americas,English,84534,,,,5 mx07.aoc.gov.; 5 mx06.aoc.gov.; 5 mx04.aoc.gov.; 5 mx05.aoc.gov.; 5 mx08.aoc.gov.; 5 mx03.aoc.gov.
aocoig.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ap.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ap.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Amapá,,registry,
ap.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Andhra Pradesh,,registry,
apcommercialtaxes.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Commercial Taxes Department (Andhra Pradesh),,registry,
apct.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Commercial Taxes Department (Andhra Pradesh),,registry,
apdcl.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Assam Power Distribution Company Limited,,registry,
apfinance.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Finance Department (Andhra Pradesh),,registry,
apgenco.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Andhra Pradesh Power Generation Corporation,,registry,
apindustries.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Industries Department (Andhra Pradesh),,registry,
aponline.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,APOnline e-services portal (Andhra Pradesh),,registry,
apos.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Administración Provincial de Obra Social (La Rioja),,registry,
appealserviceni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,The Appeals Service Northern Ireland,,registry,
applicationmanager.gov,USA_united_states,central,member,Americas,English,84534,,,,none
apprenticeship.gov,USA_united_states,central,member,Americas,English,84534,,,,0 apprenticeship-gov.mail.protection.outlook.com.
apprenticeships.gov,USA_united_states,central,member,Americas,English,84534,,,,none
apspsc.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Andhra Pradesh Public Service Commission,,registry,
apsrtc.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Andhra Pradesh State Road Transport Corporation,,registry,
aptransco.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Transmission Corporation of Andhra Pradesh,,registry,
arbeidstilsynet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
arc.gov,USA_united_states,central,member,Americas,English,84534,,,,0 arc-gov.mail.protection.outlook.com.
arcep.fr,FRA_france,central,member,Europe,French,48986,,,,5 mx62.cloud.vadesecure.com.; 5 mx61.cloud.vadesecure.com.; 5 mx64.cloud.vadesecure.com.; 5 mx63.cloud.vadesecure.com.
archives.gov,USA_united_states,central,member,Americas,English,84534,,,,10 us.etp.fireeyegov.com.
arctic.gov,USA_united_states,central,member,Americas,English,84534,,,,10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.
arm.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxb-00689501.gslb.gpphosted.com.; 10 mxa-00689501.gslb.gpphosted.com.
arpa-h.gov,USA_united_states,central,member,Americas,English,84534,,,,10 arpah-gov01b.mail.protection.outlook.com.
arpah.gov,USA_united_states,central,member,Americas,English,84534,,,,10 arpah-gov.mail.protection.outlook.com.
ars-grin.gov,USA_united_states,central,member,Americas,English,84534,,,,5 usda-gov.mail.protection.outlook.com.
arsusda.gov,USA_united_states,central,member,Americas,English,84534,,,,none
arts.gov,USA_united_states,central,member,Americas,English,84534,,,,0 arts-gov.mail.eo.outlook.com.
artsdatabanken.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
arunachalpradesh.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Arunachal Pradesh,,registry,
arunachaltenders.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Arunachal Pradesh e-procurement,,registry,
asap.gov,USA_united_states,central,member,Americas,English,84534,,,,none
asc.gov,USA_united_states,central,member,Americas,English,84534,,,,0 asc-gov.mail.protection.outlook.com.
